id,scientific_name,most_common_name,source,status,reason,short_description,facts_text,final_text,url_used
22,Trachinocephalus myops,trachinocephalus myops,fishbase,OK,,"This species is distinguished from its congeners by the following characters: snout length (LSn) 53.2-117.0% eye diameter (DE), mean 79.1% (vs. mean 40.1% in T. gauguini and 74.8% in T. trachinus ); LSn 13.5-27.0% body depth (DB), mean 21.6 (vs. mean 14.7% in T. gauguini ); interorbital width 3.4-11.9%, mean 8.9% LH (vs. mean 5.6% in T. gauguini ); DE 10.8-21.7% LH, mean 15.7% (vs. mean 16·6% in T. trachinus ); length of the last dorsal-fin ray 7.3-11.6% LS, mean 9·4% (vs. mean 10.1% in T. trachinus and 10.8% in T. gauguini ); anal-fin rays 13-16, mode 15 (vs. mode 14 in T. gauguini and 16 in T. trachinus ); pectoral-fin rays 11-13, mode 12 (vs. mode 11 in T. gauguini ); lateral-line scales 53-60, mode 57 (vs. mode 56 in T. gauguini ); predorsal scales 15-20, mode 17 (vs. mode 16 in T. trachinus ); further differs from T. gauguini and T. trachinus by deep mitochondrial distances (16.9-17.6 and 15.1-17.8%, respectively) . Cross section: oval","max length: 32
environment: milieu / climate zone / depth range / distribution range
depth: Western Atlantic Ocean from Cape Cod, Massachusetts to Brazil, including Bermuda, Bahamas, Antilles and Gulf of Mexico)","This species is distinguished from its congeners by the following characters: snout length (LSn) 53.2-117.0% eye diameter (DE), mean 79.1% (vs. mean 40.1% in T. gauguini and 74.8% in T. trachinus ); LSn 13.5-27.0% body depth (DB), mean 21.6 (vs. mean 14.7% in T. gauguini ); interorbital width 3.4-11.9%, mean 8.9% LH (vs. mean 5.6% in T. gauguini ); DE 10.8-21.7% LH, mean 15.7% (vs. mean 16·6% in T. trachinus ); length of the last dorsal-fin ray 7.3-11.6% LS, mean 9·4% (vs. mean 10.1% in T. trachinus and 10.8% in T. gauguini ); anal-fin rays 13-16, mode 15 (vs. mode 14 in T. gauguini and 16 in T. trachinus ); pectoral-fin rays 11-13, mode 12 (vs. mode 11 in T. gauguini ); lateral-line scales 53-60, mode 57 (vs. mode 56 in T. gauguini ); predorsal scales 15-20, mode 17 (vs. mode 16 in T. trachinus ); further differs from T. gauguini and T. trachinus by deep mitochondrial distances (16.9-17.6 and 15.1-17.8%, respectively) . Cross section: oval",https://fishbase.se/summary/Trachinocephalus-myops
23,Abudefduf vaigiensis,abudefduf vaigiensis,fishbase,OK,,"Dorsal spines (total): 13; Dorsal soft rays (total): 12 - 14; Anal spines : 2; Anal soft rays : 11 - 13. This species is characterized by having the following features: body depth 1.5-1.8 in SL; forked caudal fin; colour of body blue-green dorsally, shading to silvery white ventrally; five broad bluish black bars the first just behind the head, the narrow fifth on caudal peduncle, the third to fifth extending into the dorsal fin; dorsal part of body between the first and third dark bars often yellow (yellowish hue on anterodorsal part of the body apparent especially during courtship and nesting); caudal fin without dark bands . Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 20
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and eastern Africa to the Line and Tuamoto islands, north to southern Japan, south to Australia
body: short and / or deep","Dorsal spines (total): 13; Dorsal soft rays (total): 12 - 14; Anal spines : 2; Anal soft rays : 11 - 13. This species is characterized by having the following features: body depth 1.5-1.8 in SL; forked caudal fin; colour of body blue-green dorsally, shading to silvery white ventrally; five broad bluish black bars the first just behind the head, the narrow fifth on caudal peduncle, the third to fifth extending into the dorsal fin; dorsal part of body between the first and third dark bars often yellow (yellowish hue on anterodorsal part of the body apparent especially during courtship and nesting); caudal fin without dark bands . Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Abudefduf-vaigiensis
24,Noturus elegans,noturus elegans,fishbase,OK,,,"max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: upper Green River drainage in Kentucky and Tennessee, USA
body: 3","max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: upper Green River drainage in Kentucky and Tennessee, USA
body: 3",https://fishbase.se/summary/Noturus-elegans
25,Parapercis schauinslandii,parapercis schauinslandii,fishbase,OK,,"Dorsal spines (total): 5; Dorsal soft rays (total): 21 - 22; Anal spines : 1; Anal soft rays : 17 - 18. Indian Ocean form shows lined versus barred pattern . Spinous portion of dorsal fin black at base, deep red distally. A longitudinal row of black spots 8 or 9 subquadrangular red to dark brown spots along back alternating with similar but more vertically elongate red spots on lower side. Two narrow bright red bars at pectoral-fin base . Body shape ( shape guide ): elongated","max length: 18
environment: milieu / climate zone / depth range / distribution range
depth: East Africa to Pitcairn (excluding Easter Island), north to Japan, south to the Great Barrier Reef
body: elongated","Dorsal spines (total): 5; Dorsal soft rays (total): 21 - 22; Anal spines : 1; Anal soft rays : 17 - 18. Indian Ocean form shows lined versus barred pattern . Spinous portion of dorsal fin black at base, deep red distally. A longitudinal row of black spots 8 or 9 subquadrangular red to dark brown spots along back alternating with similar but more vertically elongate red spots on lower side. Two narrow bright red bars at pectoral-fin base . Body shape ( shape guide ): elongated",https://fishbase.se/summary/Parapercis-schauinslandii
26,Coris hewetti,coris hewetti,fishbase,OK,,Dorsal spines (total): 9; Dorsal soft rays (total): 12; Anal spines : 3; Anal soft rays : 12. Body shape ( shape guide ): fusiform / normal; Cross section: compressed,"max length: 13
environment: milieu / climate zone / depth range / distribution range
depth: known only from the Marquesas Islands
body: fusiform / normal",Dorsal spines (total): 9; Dorsal soft rays (total): 12; Anal spines : 3; Anal soft rays : 12. Body shape ( shape guide ): fusiform / normal; Cross section: compressed,https://fishbase.se/summary/Coris-hewetti
27,Apogonichthys ocellatus,apogonichthys ocellatus,fishbase,OK,,Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 8. Body shape ( shape guide ): short and / or deep; Cross section: compressed,"max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: East Africa to Marquesan and Tuamoto islands, north to southern Japan, south to southern Great Barrier Reef and Rapa
body: short and / or deep",Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines : 2; Anal soft rays : 8. Body shape ( shape guide ): short and / or deep; Cross section: compressed,https://fishbase.se/summary/Apogonichthys-ocellatus
28,Labeobarbus marequensis,labeobarbus marequensis,fishbase,OK,,Dorsal spines (total): 4; Dorsal soft rays (total): 8 - 10; Anal spines : 0; Anal soft rays : 8. Body shape ( shape guide ): elongated,"max length: 47
environment: milieu / climate zone / depth range / distribution range
depth: widespread from the middle and lower Zambezi south to the Phongolo system (
body: elongated",Dorsal spines (total): 4; Dorsal soft rays (total): 8 - 10; Anal spines : 0; Anal soft rays : 8. Body shape ( shape guide ): elongated,https://fishbase.se/summary/Labeobarbus-marequensis
29,Exallias brevis,exallias brevis,fishbase,OK,,"Dorsal spines (total): 12; Dorsal soft rays (total): 12 - 13; Anal spines : 2; Anal soft rays : 14 - 15. Numerous papillae on the upper lip, smaller and more closely spaced spots. Nuchal cirri: 30 - 36. Body shape ( shape guide ): short and / or deep; Cross section: oval","max length: 14
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea south to Sodwana Bay, South Africa (
body: short and / or deep","Dorsal spines (total): 12; Dorsal soft rays (total): 12 - 13; Anal spines : 2; Anal soft rays : 14 - 15. Numerous papillae on the upper lip, smaller and more closely spaced spots. Nuchal cirri: 30 - 36. Body shape ( shape guide ): short and / or deep; Cross section: oval",https://fishbase.se/summary/Exallias-brevis
30,Ctenochaetus striatus,ctenochaetus striatus,fishbase,OK,,"Dorsal spines (total): 8; Dorsal soft rays (total): 27 - 31; Anal spines : 3; Anal soft rays : 24 - 28. This species is distinguished by the following characters: body deep and compressed, its depth 1.9-2.3 times in standard length or SL; mouth small, teeth numerous (> 30 in jaws of adults), movable, slender and elongate, with expanded incurved tips which are denticulate on the lateral margin (6 denticulations on upper and 4 on lower teeth); total gill rakers on first gill arch 27-36; a continuous unnotched dorsal fin with VIII,27-31; AIII,24-28; caudal fin lunate, concavity 3.7-6 times in SL; a lancet-like spine on caudal peduncle which folds into a deep horizontal groove; colour dark olive to yellowish brown with blue or blue-grey lengthwise lines on body and small orange spots on head and nape; dorsal and anal fins with about 5 lengthwise dark bluish bands; pectoral fins pale with brownish yellow rays; a small blackish spot at rear base of dorsal fin of juveniles and small adults . Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 26
environment: milieu / climate zone / depth range / distribution range
depth: throughout the region except the Hawaiian, Marquesas and Easter islands
body: short and / or deep","Dorsal spines (total): 8; Dorsal soft rays (total): 27 - 31; Anal spines : 3; Anal soft rays : 24 - 28. This species is distinguished by the following characters: body deep and compressed, its depth 1.9-2.3 times in standard length or SL; mouth small, teeth numerous (> 30 in jaws of adults), movable, slender and elongate, with expanded incurved tips which are denticulate on the lateral margin (6 denticulations on upper and 4 on lower teeth); total gill rakers on first gill arch 27-36; a continuous unnotched dorsal fin with VIII,27-31; AIII,24-28; caudal fin lunate, concavity 3.7-6 times in SL; a lancet-like spine on caudal peduncle which folds into a deep horizontal groove; colour dark olive to yellowish brown with blue or blue-grey lengthwise lines on body and small orange spots on head and nape; dorsal and anal fins with about 5 lengthwise dark bluish bands; pectoral fins pale with brownish yellow rays; a small blackish spot at rear base of dorsal fin of juveniles and small adults . Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Ctenochaetus-striatus
31,Catostomus commersonii,catostomus commersonii,fishbase,OK,,Body shape ( shape guide ): fusiform / normal,"max length: 65
environment: milieu / climate zone / depth range / distribution range
depth: throughout most of Canada to the Atlantic Coast, south through North Carolina to New Mexico in the USA, becoming less common in the southern High Plains
body: fusiform / normal",Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Catostomus-commersonii
32,Synodus binotatus,synodus binotatus,fishbase,OK,,Dorsal spines (total): 0; Dorsal soft rays (total): 12 - 14; Anal spines : 0; Anal soft rays : 8 - 10. Cheek behind mouth scaled; palatine teeth in a single band on each side (characteristic of the genus); membranous flap on anterior nostrils long and broad; dorsal tip of snout with a pair of small but prominent black spots . Body shape ( shape guide ): elongated; Cross section: circular,"max length: 18
environment: milieu / climate zone / depth range / distribution range
depth: Gulf of Aden and East Africa to the Hawaiian and Gambier islands, north to the Ogasawara Islands, south to the Great Barrier Reef
body: elongated",Dorsal spines (total): 0; Dorsal soft rays (total): 12 - 14; Anal spines : 0; Anal soft rays : 8 - 10. Cheek behind mouth scaled; palatine teeth in a single band on each side (characteristic of the genus); membranous flap on anterior nostrils long and broad; dorsal tip of snout with a pair of small but prominent black spots . Body shape ( shape guide ): elongated; Cross section: circular,https://fishbase.se/summary/Synodus-binotatus
33,Sargocentron punctatissimum,sargocentron punctatissimum,fishbase,OK,,"Dorsal spines (total): 11; Dorsal soft rays (total): 12 - 14; Anal spines : 4; Anal soft rays : 8 - 9. Body reddish silver, iridescent bluish above; scales finely dotted with black; spinous dorsal silvery white, with broad red margin . Five oblique scale rows on cheek; body depth 2.7-3.15 in SL; head length (HL) 2.75-3.1 in SL; snout length 4.0-4.65 in HL; interorbital width 3.6-4.05 in HL; small mouth terminal to slightly inferior, maxilla reaching from below front of iris to below center of eye, upper jaw length 2.7-3.15 in HL; premaxillary groove reaching to about a vertical at the front edge of orbit; anterior end of nasal bone rounded; medial margin of nasal bone without spinule; small nasal fossa without spinules on its edge; upper edge of suborbital bone below the eye weakly serrated, spineless laterally; short preopercular spine 1/2-3/4 orbit diameter, 4.75-6.45 in HL; 3rd-5th dorsal spine longest 2.0-2.3 in HL; 3rd anal spine 1.2-1.55 in HL . Body shape ( shape guide ): fusiform / normal; Cross section: oval","max length: 23
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and Algoa Bay, South Africa (
body: fusiform / normal","Dorsal spines (total): 11; Dorsal soft rays (total): 12 - 14; Anal spines : 4; Anal soft rays : 8 - 9. Body reddish silver, iridescent bluish above; scales finely dotted with black; spinous dorsal silvery white, with broad red margin . Five oblique scale rows on cheek; body depth 2.7-3.15 in SL; head length (HL) 2.75-3.1 in SL; snout length 4.0-4.65 in HL; interorbital width 3.6-4.05 in HL; small mouth terminal to slightly inferior, maxilla reaching from below front of iris to below center of eye, upper jaw length 2.7-3.15 in HL; premaxillary groove reaching to about a vertical at the front edge of orbit; anterior end of nasal bone rounded; medial margin of nasal bone without spinule; small nasal fossa without spinules on its edge; upper edge of suborbital bone below the eye weakly serrated, spineless laterally; short preopercular spine 1/2-3/4 orbit diameter, 4.75-6.45 in HL; 3rd-5th dorsal spine longest 2.0-2.3 in HL; 3rd anal spine 1.2-1.55 in HL . Body shape ( shape guide ): fusiform / normal; Cross section: oval",https://fishbase.se/summary/Sargocentron-punctatissimum
